Posted on,Owner Name,Location,BHK,Balcony,Sq. ft,Price
2023-10-01,Hrishita Mander,Aizawl,2,2,1561,7448623
2023-09-27,Darshit Grover,Narasaraopet,4,2,1627,1747979
2023-09-15,Miraan Chadha,Arrah,3,0,1464,4450770
2023-09-10,Darshit Aggarwal,Hyderabad,1,2,1236,8680176
2023-09-11,Indranil Chauhan,Vadodara,1,2,1243,9047823
2023-09-18,Kimaya Bath,Ajmer,2,1,1625,7037764
2023-09-14,Urvi Goyal,Panipat,1,1,721,6222709
2023-09-06,Oorja Kala,Medininagar,4,2,1909,2128092
2023-09-21,Amira Ratti,Bhopal,3,1,1517,3903676
2023-10-01,Kiaan Char,Faridabad,3,2,1179,3979295
2023-09-24,Krish Choudhry,Meerut,2,1,1518,2483013
2023-09-14,Uthkarsh Chaudry,Etawah,4,0,928,8879143
2023-09-11,Purab Loke,Meerut,4,2,596,4573516
2023-09-06,Jayant Bhavsar,Ongole,1,2,1360,2419022
2023-09-18,Piya Mani,Madanapalle,2,1,891,3724407
2023-09-26,Inaaya  Bobal,South Dumdum,2,1,1917,3261273
2023-10-01,Yasmin Soni,Rajkot,3,2,526,7265452
2023-09-30,Oorja Agarwal,Tenali,2,1,1187,8341712
2023-09-05,Taimur Bhakta,Mumbai,3,0,1798,5090772
2023-09-22,Abram Sabharwal,Latur,3,2,696,8832074
2023-09-04,Anya Korpal,Danapur,2,0,1920,6154057
2023-09-08,Aradhya Garg,Katni,3,2,994,8224669
2023-10-02,Jayant Bir,Mirzapur,1,1,1125,6274201
2023-09-08,Advik Khurana,Junagadh,2,1,1507,7938624
2023-09-20,Anay Gola,Kakinada,1,2,1913,1508814
2023-09-12,Madhav Kala,Berhampore,4,2,802,1893018
2023-09-07,Zoya Majumdar,Jhansi,3,2,971,2349527
2023-09-13,Anay Gopal,Amravati,4,2,1436,5836453
2023-09-06,Tanya Dara,Kolhapur,1,1,1786,1220163
2023-09-21,Kaira Rama,Varanasi,4,0,1965,8630922
2023-09-04,Kabir Gopal,Jhansi,2,1,1416,3256928
2023-09-22,Azad Rajagopal,Ghaziabad,4,0,1490,8595130
2023-09-21,Khushi Garde,Bally,1,1,1160,1194427
2023-09-04,Veer Zachariah,Bhalswa Jahangir Pur,4,2,1624,2425609
2023-09-08,Veer Roy,Darbhanga,1,2,518,4188277
2023-09-24,Dishani Sule,Mau,3,0,1588,4763066
2023-10-02,Abram Bandi,Tirupati,1,2,1392,1073744
2023-09-10,Vidur Mandal,Jehanabad,4,1,1248,2704274
2023-09-18,Bhavin Wali,Udupi,3,1,1619,6443403
2023-09-09,Jayan Basak,Davanagere,1,0,831,8974473
2023-09-24,Dhanuk Chaudhry,Allahabad,1,2,1789,1360942
2023-09-15,Armaan Varma,Bathinda,1,1,1115,8550803
2023-10-01,Ranbir Kalita,Ulhasnagar,3,0,671,2302776
2023-09-27,Vihaan Jaggi,Guwahati,4,2,1558,7728996
2023-09-25,Suhana Chana,Ulhasnagar,2,1,1751,8355098
2023-09-28,Neysa Raju,Tirunelveli,4,1,1773,2521156
2023-09-14,Yashvi Dada,Pondicherry,3,2,1444,6007487
2023-09-08,Neysa Mallick,Pallavaram,3,1,602,4192422
2023-09-12,Lakshay Vyas,Muzaffarnagar,1,1,1178,4657766
2023-09-14,Parinaaz Baria,Kharagpur,4,0,632,3787070
2023-10-02,Madhav Lal,Kakinada,1,0,824,4910844
2023-09-16,Saanvi Bajwa,Dindigul,1,1,992,6861128
2023-09-27,Yuvaan Chaudhari,Khammam,1,1,552,7483690
2023-10-02,Mamooty Boase,Sasaram,4,2,1106,2709617
2023-09-13,Keya Chaudhuri,Secunderabad,3,0,1914,8891485
2023-09-04,Urvi Walla,Secunderabad,2,1,1648,3461185
2023-10-02,Ishaan Jayaraman,Latur,4,0,799,4679353
2023-09-18,Myra Bandi,Guwahati,2,1,502,8364433
2023-09-28,Aarna Ghose,Etawah,1,1,1799,1388449
2023-09-28,Yuvraj  Wali,Sambhal,3,1,714,3063443
2023-09-15,Lavanya Mammen,Rajkot,3,0,1732,9465013
2023-09-20,Indrajit Grewal,Madanapalle,2,0,742,6507016
2023-09-23,Kavya Choudhury,Loni,4,2,1700,3863601
2023-09-26,Shalv Iyengar,Srinagar,2,0,639,7207698
2023-09-26,Pihu Ben,Bijapur,3,1,850,8972184
2023-09-25,Zaina Sengupta,Ghaziabad,2,1,1657,1154193
2023-09-22,Lakshit Tandon,Rajahmundry,3,0,1127,8905979
2023-09-06,Ehsaan Sodhi,Siwan,1,1,595,5756385
2023-09-28,Veer Mandal,Karaikudi,3,1,907,4861788
2023-09-29,Azad Rastogi,Pune,4,2,1014,4215575
2023-09-10,Ehsaan Cherian,Chandigarh,1,2,1087,7848782
2023-09-15,Purab Gola,Hosur,2,0,1229,3373949
2023-09-10,Lakshit Jha,Hosur,3,2,1149,5123673
2023-09-14,Arhaan Grover,Suryapet,2,2,1165,2956738
2023-09-07,Amani Dugar,Karimnagar,1,1,1373,5152663
2023-09-09,Armaan Arora,Aligarh,1,0,1247,7122670
2023-09-07,Kabir Guha,Bhiwandi,4,1,1286,4761635
2023-09-22,Prisha Gill,Kolhapur,4,1,1150,2976497
2023-09-10,Chirag Doshi,Dhule,4,1,1285,2023549
2023-09-09,Hazel Doshi,Gorakhpur,1,2,1358,2185433
2023-09-07,Vedika De,Deoghar,3,2,767,9476933
2023-09-14,Purab Chokshi,Jaipur,1,0,1325,4015579
2023-09-28,Lavanya Rama,Purnia,1,2,1449,4968555
2023-09-20,Trisha Brar,Gorakhpur,4,2,1370,9468739
2023-09-29,Shray Tank,Gopalpur,1,2,1213,1967893
2023-09-19,Samaira Contractor,Munger,4,0,1027,7662837
2023-09-21,Piya Chhabra,Chandigarh,2,2,579,5079502
2023-09-30,Ryan Subramaniam,Kharagpur,4,0,1786,1764170
2023-09-17,Kartik Agrawal,Srinagar,3,1,1225,4023494
2023-09-29,Lavanya Khatri,Patna,1,0,1436,7294029
2023-10-01,Renee Tella,Lucknow,4,0,560,3836366
2023-09-13,Charvi Majumdar,Guna,2,2,1024,1458254
2023-09-23,Tara Singhal,Jammu,4,2,1450,9363862
2023-09-10,Farhan Mallick,Satara,2,2,1597,1623892
2023-09-13,Parinaaz Kalla,Ulhasnagar,1,2,914,7459014
2023-09-29,Indrajit Doshi,Madhyamgram,1,0,1121,3299333
2023-09-25,Gatik Kaur,Panvel,2,1,1421,3125899
2023-09-23,Bhamini Mandal,Jammu,2,1,1456,5024504
2023-09-11,Hunar Kar,Tadipatri,3,0,1963,9178852
2023-09-26,Kanav Dara,Jaipur,3,0,787,6365466
2023-09-26,Aaryahi Toor,Chandigarh,2,0,1138,1907799
2023-09-30,Alia Bath,Thanjavur,1,2,1042,4785500
2023-09-21,Saira Khosla,Ludhiana,1,1,847,9619219
2023-09-07,Parinaaz Atwal,Gandhidham,1,1,1554,2415799
2023-09-23,Baiju Sankaran,Siliguri,3,0,1223,2007077
2023-09-10,Anika Andra,Cuttack,4,1,1768,4646528
2023-09-29,Taimur Contractor,Mumbai,4,0,999,9515955
2023-09-11,Raunak Sani,Farrukhabad,4,2,1310,4728630
2023-09-09,Bhavin Salvi,Varanasi,1,1,1260,1409940
2023-09-17,Ahana  Master,Malegaon,2,0,609,9833383
2023-09-11,Riaan Aggarwal,Mangalore,1,1,1414,1355931
2023-09-22,Saanvi Sahota,Howrah,2,2,1213,2858912
2023-09-08,Ivana Dutt,Bally,2,1,1368,7532892
2023-09-19,Vanya Bhargava,Bhiwandi,2,2,1651,2158428
2023-09-05,Aniruddh Yogi,Ratlam,2,2,1634,4373098
2023-09-15,Mishti Khurana,Amritsar,2,1,1185,5441527
2023-09-05,Yashvi Balasubramanian,Thiruvananthapuram,2,2,765,7896872
2023-09-26,Miraya Sankar,Morena,2,2,1779,7378043
2023-09-17,Kimaya Mannan,Anand,4,1,1135,6050228
2023-09-08,Samarth Chandran,Rajpur Sonarpur,4,2,541,1617843
2023-09-21,Mehul Gola,Tadepalligudem,3,0,540,5603708
2023-09-17,Krish Bhardwaj,Ramgarh,2,2,1765,6077073
2023-09-04,Tushar Bains,Pondicherry,2,2,1760,6075207
2023-10-02,Anvi Aurora,Panihati,1,1,756,1715170
2023-09-22,Aaina Sundaram,Mango,2,0,1526,9938602
2023-09-06,Yakshit Tailor,Malda,3,0,1084,7154469
2023-09-15,Aaryahi Issac,Gaya,3,0,818,5176847
2023-09-23,Nitya Kapadia,Navi Mumbai,3,1,1099,7345303
2023-09-19,Aaina Dhar,Vasai-Virar,4,2,1072,1827929
2023-09-16,Drishya Sule,Bikaner,3,2,991,2326384
2023-09-27,Sara Sarma,Firozabad,2,1,1491,3087743
2023-10-01,Ayesha Krishnamurthy,Tadipatri,1,1,1462,7375565
2023-09-06,Nitara Barad,Bahraich,3,0,513,1608047
2023-09-25,Dharmajan Mallick,Jamalpur,3,1,1908,2968071
2023-09-29,Nayantara Saha,Kumbakonam,2,0,677,2504413
2023-09-29,Anya Doctor,Motihari,1,1,1241,7235036
2023-10-02,Nirvaan Jani,Kirari Suleman Nagar,3,2,1537,6850909
2023-09-14,Mishti Kata,Kalyan-Dombivli,3,1,1097,8861751
2023-09-27,Diya Konda,Bathinda,4,2,1684,7199772
2023-09-14,Zaina Zacharia,Orai,3,1,974,3926355
2023-09-14,Raunak Khurana,Anantapur,1,0,835,5767305
2023-09-13,Kimaya Talwar,Durgapur,3,2,1284,6239564
2023-09-15,Krish Sant,Aurangabad,1,2,769,5458564
2023-09-27,Parinaaz Goda,Hospet,4,1,1959,2634179
2023-09-15,Ryan Arora,Mumbai,4,1,960,4882999
2023-09-29,Siya Tata,Solapur,4,0,1960,3799711
2023-09-10,Shayak Bali,Indore,1,0,1823,6189428
2023-10-02,Aarna Bakshi,Agartala,3,0,702,3453496
2023-09-21,Madhav Jaggi,Amaravati,4,1,895,9996150
2023-09-20,Vardaniya Rau,Proddatur,3,1,559,6256951
2023-09-23,Seher Sant,Sri Ganganagar,3,1,569,8189888
2023-09-25,Veer Sule,Aurangabad,3,1,1887,5717378
2023-09-22,Jayan Golla,Mahbubnagar,4,0,533,9634787
2023-09-20,Purab Kothari,Kakinada,2,0,961,3052283
2023-09-11,Vedika Bhattacharyya,Karimnagar,3,0,1761,9980237
2023-09-21,Hansh Wable,Guna,3,0,1381,5797014
2023-09-09,Vaibhav Tara,Bangalore,1,0,1612,3055567
2023-09-23,Ishaan Goyal,Motihari,4,2,525,4805985
2023-09-08,Divyansh Salvi,Motihari,3,2,978,2052018
2023-09-13,Rohan Bath,Giridih,1,2,1988,1129246
2023-10-02,Zeeshan Gade,Chinsurah,1,1,1245,5223015
2023-10-01,Trisha Talwar,Karimnagar,4,2,1286,3339635
2023-09-13,Manjari Choudhry,Danapur,1,1,967,5294219
2023-09-28,Misha Bora,Phusro,4,0,1032,1185855
2023-09-14,Tiya Bath,Khandwa,4,2,693,6738788
2023-09-21,Anahi Loyal,Hubli–Dharwad,4,1,722,4381778
2023-09-30,Anahi Batra,Tirunelveli,1,0,1728,1329193
2023-09-13,Vidur Acharya,Satna,2,2,1447,1092053
2023-09-29,Yakshit Aurora,Thane,1,0,1156,5204458
2023-09-14,Fateh Joshi,Kishanganj,2,1,1771,2509608
2023-09-28,Aradhya Khatri,Haridwar,1,1,707,8411580
2023-09-16,Shlok Sharaf,Jamalpur,2,2,1987,2396701
2023-09-30,Emir Kalita,Ratlam,3,2,1386,2741749
2023-09-11,Myra Sampath,Rajpur Sonarpur,2,1,895,2678013
2023-09-07,Kabir Gade,Amaravati,1,1,941,3224098
2023-10-01,Saksham Kumer,Karimnagar,2,1,1626,8128875
2023-09-12,Zara Chopra,Tadipatri,4,1,1623,7115335
2023-09-25,Kimaya Tak,Mahbubnagar,1,2,1855,1064917
2023-09-08,Farhan Tripathi,Tumkur,4,1,1703,5014201
2023-09-12,Riya Suresh,Gopalpur,1,2,1217,5254334
2023-09-20,Amira Gulati,New Delhi,1,0,1004,4008920
2023-09-22,Biju Lad,Tumkur,1,1,884,9227799
2023-09-21,Charvi Chhabra,Shahjahanpur,3,0,1785,2041413
2023-09-15,Aarna Gupta,Etawah,2,2,614,3244500
2023-09-07,Aniruddh Sami,Udaipur,1,0,894,5746099
2023-09-22,Shanaya Karan,Srikakulam,2,1,725,4782923
2023-10-02,Rania Goda,Ozhukarai,1,0,1323,9472507
2023-09-08,Farhan Kalla,Shivpuri,3,0,500,4895938
2023-09-29,Mehul Thaker,Malegaon,3,1,1723,3131293
2023-09-15,Aaina Karnik,Anantapuram,3,2,1372,7968519
2023-09-05,Shamik Shetty,Saharanpur,3,0,990,8682047
2023-09-27,Taran Bhasin,Lucknow,2,0,1448,9022103
2023-09-07,Hridaan Seshadri,Gorakhpur,1,2,1782,6210292
2023-09-13,Kimaya Sarin,Bokaro,2,2,862,5472270
2023-09-12,Dharmajan Gole,Morena,2,0,1498,3986620
2023-09-22,Taimur Rattan,Solapur,1,2,1537,9779902
2023-09-27,Kimaya Bera,Vasai-Virar,3,1,1985,6939648
2023-09-28,Kaira Khare,Srikakulam,2,2,1589,4181379
2023-09-30,Tejas Chad,Katihar,1,0,1580,8928615
2023-09-12,Piya Chaudry,Bihar Sharif,2,0,1041,2793212
2023-09-19,Prerak Jayaraman,Baranagar,3,0,582,8822034
2023-09-16,Yakshit Loyal,Silchar,3,0,701,4290096
2023-09-25,Ryan Ramachandran,Morbi,1,0,652,9245413
2023-09-24,Onkar Som,Ludhiana,1,0,1281,6646648
2023-10-02,Pihu Kaul,Gorakhpur,1,1,1062,1099058
2023-09-13,Shray Vig,Rourkela,4,1,965,4598100
2023-09-30,Rati Chopra,Lucknow,3,2,931,9867036
2023-09-07,Kashvi Batta,Guna,1,0,1797,2450914
2023-09-22,Diya Khalsa,Bathinda,1,1,1076,5649036
2023-09-17,Eshani Raval,Patiala,1,2,1045,1888384
2023-09-25,Jivin Ranganathan,Pimpri-Chinchwad,2,0,1592,8544862
2023-09-25,Damini Gour,Darbhanga,1,0,1511,4208728
2023-09-25,Damini Sachdeva,Madhyamgram,4,2,951,2753218
2023-09-17,Inaaya  Rao,Anantapuram,4,2,1845,3229605
2023-09-04,Urvi Suresh,Bhopal,3,0,1954,4401648
2023-09-23,Samar Bir,Srinagar,1,0,1521,5619575
2023-09-13,Raunak Badami,Adoni,4,0,1772,4486404
2023-09-05,Navya Balasubramanian,Bhatpara,2,0,639,6704084
2023-09-14,Rhea Thakur,Jaipur,4,2,754,7383678
2023-09-11,Saira Vohra,Chandrapur,1,0,1456,4124592
2023-09-25,Yakshit Sami,Raiganj,1,2,883,1745886
2023-09-11,Parinaaz Kohli,Bhilai,1,1,1488,2752164
2023-09-13,Alisha Ramachandran,Panvel,1,1,1531,2719450
2023-09-24,Aarna Seth,Begusarai,2,0,1469,7290756
2023-09-05,Devansh Rout,Naihati,2,2,1231,5849174
2023-09-22,Nirvaan Sampath,Noida,1,2,1134,2735726
2023-09-07,Bhavin Grover,Jamnagar,4,0,1744,7589369
2023-09-04,Mishti Badami,Chinsurah,2,0,774,6060213
2023-09-22,Faiyaz Doshi,Panipat,3,0,879,1146992
2023-10-01,Yakshit Guha,Sangli-Miraj & Kupwad,4,2,1557,9465760
2023-09-06,Bhamini Wadhwa,Berhampore,1,2,1606,8153791
2023-09-14,Vedika Bir,Medininagar,2,0,962,6085653
2023-09-12,Sumer Wali,Meerut,3,1,1159,5083396
2023-09-14,Gatik Sane,Phusro,3,1,876,9703629
2023-09-22,Vritika Rajagopal,Jaunpur,2,1,1206,2988130
2023-09-14,Navya Yohannan,Unnao,2,1,1018,6715062
2023-09-10,Gokul Chaudhary,Dhanbad,2,2,873,2836473
2023-09-21,Ela Suri,Jamshedpur,2,2,1058,6248040
2023-09-27,Kismat Jha,Barasat,3,1,1211,1119007
2023-09-12,Taran Dara,Fatehpur,4,1,722,7398796
2023-09-28,Tara Chhabra,Tirunelveli,3,1,725,3253391
2023-09-06,Vedika Chada,Ghaziabad,4,1,2000,4815182
2023-09-13,Umang Sundaram,Cuttack,1,0,1942,4816168
2023-09-06,Jivika Thakur,Mau,4,1,1546,8670032
2023-09-26,Oorja Kara,Mumbai,4,2,1038,6129833
2023-09-23,Rohan Saraf,Mahbubnagar,3,2,1333,3038717
2023-09-08,Eva Saraf,Kanpur,3,1,1470,4531067
2023-09-05,Urvi Sani,Karimnagar,3,2,1050,3554898
2023-09-15,Vardaniya Bhargava,Mumbai,2,2,1981,5695970
2023-10-01,Alisha Joshi,Avadi,2,1,1465,6908976
2023-09-28,Riya Kapoor,Pali,3,2,888,9109158
2023-09-20,Romil Sehgal,Belgaum,3,0,1796,4380643
2023-09-16,Tushar Shukla,Cuttack,2,1,1481,1332472
2023-09-05,Neysa Sant,Mehsana,2,0,784,5742454
2023-09-06,Dishani Ramesh,Tirupati,1,1,948,6948308
2023-09-22,Eva Garde,Patiala,3,0,1951,1396229
2023-09-04,Ritvik Som,Mira-Bhayandar,1,1,629,9405073
2023-09-18,Veer Vala,Tadipatri,4,1,961,6953731
2023-09-25,Vihaan Khalsa,Karimnagar,2,1,1076,4629981
2023-09-07,Samiha Balasubramanian,Lucknow,4,2,1321,6946115
2023-09-20,Prerak Kurian,Raiganj,4,2,611,6059801
2023-09-11,Divit Venkatesh,Nashik,1,0,677,5537163
2023-10-01,Shaan Korpal,Patna,2,2,1863,4260324
2023-09-16,Jivika Ben,Kolkata,2,0,517,6757811
2023-09-23,Divit Mann,Gandhidham,1,1,1256,1500292
2023-09-18,Kimaya Char,Varanasi,3,0,1690,8005517
2023-09-14,Diya Sangha,Jabalpur,2,2,1865,1034877
2023-10-01,Oorja Ratta,Srinagar,4,1,536,8232760
2023-09-18,Kabir Solanki,Gaya,3,0,791,8649872
2023-09-19,Indrajit Swaminathan,Jalgaon,3,1,1167,7482696
2023-09-04,Saira Singh,Chandigarh,3,2,1178,7206737
2023-09-17,Fateh Srinivas,Gorakhpur,1,2,523,1887542
2023-09-15,Kavya Ravi,Mehsana,3,2,1724,5567274
2023-09-05,Manikya Bail,Jhansi,2,2,1572,2427804
2023-09-08,Amira Bhatt,Shahjahanpur,3,2,570,4239622
2023-09-12,Jhanvi Hayer,Mysore,1,1,1386,7161890
2023-09-20,Drishya Chopra,Jamshedpur,3,2,1418,7588807
2023-09-11,Faiyaz Kannan,Unnao,4,2,1750,4112364
2023-09-30,Dhanuk Sunder,Srinagar,4,2,688,2394948
2023-09-17,Hansh Khalsa,Mira-Bhayandar,1,0,1142,9725684
2023-09-05,Yuvaan Sagar,Dibrugarh,4,1,1953,6503420
2023-09-26,Yakshit Karnik,Bhalswa Jahangir Pur,1,1,1967,1807615
2023-09-06,Shanaya Mahajan,Imphal,4,1,1032,4543524
2023-09-15,Stuvan Arya,Kalyan-Dombivli,4,1,1587,3063940
2023-09-29,Ahana  Bhavsar,Kumbakonam,2,0,1309,7226546
2023-10-02,Zara Ramachandran,Patiala,3,2,1523,1182799
2023-09-13,Tarini Agrawal,Kozhikode,3,0,1193,3403236
2023-09-26,Oorja Sawhney,Panipat,4,0,501,5814467
2023-09-06,Heer Magar,Gangtok,4,1,968,6232776
2023-09-28,Taimur Raju,Sultan Pur Majra,1,2,688,5998992
2023-09-07,Anahita Shere,Anantapuram,3,0,1239,8796204
2023-09-27,Biju Singhal,Hapur,4,2,583,6041986
2023-09-12,Uthkarsh Venkatesh,Meerut,4,2,630,9444037
2023-09-17,Zara Agrawal,Gorakhpur,3,2,1796,2970443
2023-09-26,Shray Kapoor,Ajmer,1,0,1054,8841095
2023-09-30,Yashvi Sule,Miryalaguda,1,2,535,9206863
2023-09-21,Priyansh Shanker,Jabalpur,1,0,1603,5223068
2023-09-25,Mehul Bajwa,Madhyamgram,2,0,743,7009833
2023-09-18,Eva Toor,Pondicherry,2,1,1872,8428692
2023-09-13,Pihu Chander,Sonipat,3,0,949,5867074
2023-10-02,Eshani Sabharwal,Unnao,4,1,524,7419072
2023-09-26,Zain Mane,Tirunelveli,3,1,1443,8924710
2023-09-16,Ryan Shan,Amaravati,2,0,1390,3535912
2023-09-18,Heer Saxena,Noida,2,2,1104,6455625
2023-09-27,Rati Lad,Darbhanga,1,2,700,5018963
2023-09-11,Romil Tandon,Muzaffarpur,2,1,1103,3739315
2023-09-08,Charvi Kari,Madurai,1,1,1698,9647787
2023-09-06,Vanya Kaur,Meerut,4,2,624,9446540
2023-09-22,Diya Sarna,Katihar,4,0,883,6377104
2023-09-13,Saanvi Bahl,Guntur,3,2,788,4954684
2023-09-20,Himmat Salvi,Thoothukudi,1,1,1455,7642585
2023-09-05,Nirvi Ganesan,Eluru,2,0,1191,3364883
2023-09-08,Nayantara Bala,Bilaspur,3,0,1724,9215313
2023-09-26,Faiyaz Lala,Panihati,2,1,704,5264800
2023-09-06,Gatik Banik,Serampore,1,0,889,3462960
2023-09-15,Lakshit Sarraf,Tirupati,1,0,1916,8829130
2023-09-06,Hrishita Chandra,Satna,2,0,960,3286743
2023-09-14,Nirvi Atwal,Gwalior,1,1,890,8752834
2023-09-21,Jayesh Chander,Tumkur,1,1,659,2179898
2023-09-22,Shaan Batra,Arrah,2,2,1867,4076367
2023-09-12,Aarav Viswanathan,Amroha,3,1,1142,6520501
2023-09-15,Pranay Sethi,Medininagar,2,0,1251,9682468
2023-10-01,Jayant Dalal,Hajipur,4,1,892,9775103
2023-09-13,Badal Chawla,Eluru,1,0,1063,8102452
2023-09-23,Vanya Mane,Noida,2,1,554,8082895
2023-09-07,Dhanush Karpe,Lucknow,2,2,1348,6170357
2023-09-25,Indranil Ganguly,Shimla,1,1,1033,1040542
2023-09-27,Hansh Bassi,Gopalpur,2,0,1754,3871786
2023-09-19,Yasmin Dutt,Bathinda,3,1,1504,1229143
2023-09-25,Indranil Ratti,Vellore,1,2,918,5756268
2023-09-11,Reyansh Kothari,Katni,4,0,1713,2013165
2023-09-06,Nayantara Luthra,Madurai,3,2,1764,7228477
2023-09-20,Vaibhav Bandi,Suryapet,4,1,1398,8440052
2023-09-18,Vritika Dora,Bettiah,1,2,1134,8049957
2023-09-08,Pihu Vala,Kolhapur,3,0,1739,8990461
2023-09-27,Anahi Bala,Kochi,2,2,1306,6829942
2023-09-15,Umang Rattan,Nangloi Jat,1,2,830,8690737
2023-09-23,Kaira Sathe,Tiruvottiyur,1,1,1112,8214318
2023-10-01,Kiaan Chad,Mysore,2,1,633,1562595
2023-09-04,Himmat Behl,Ichalkaranji,3,2,1407,8930733
2023-09-22,Ira Kota,Bhimavaram,1,0,925,9121090
2023-09-14,Ojas Khare,Ratlam,2,0,1777,6563040
2023-09-10,Ivana Rana,Jalandhar,3,1,1411,2782833
2023-09-26,Yuvraj  Swamy,Navi Mumbai,3,0,1463,3674673
2023-09-18,Kiaan Srinivas,Ambarnath,4,2,1422,9383699
2023-09-26,Ojas Master,Mirzapur,2,0,512,2684716
2023-09-29,Pihu Talwar,Nagpur,4,2,1670,6290528
2023-09-08,Lakshay Saran,Mira-Bhayandar,1,0,1623,9053785
2023-09-15,Kartik Khatri,Katni,2,2,573,5798244
2023-09-11,Veer Seth,Jabalpur,4,1,1805,6039035
2023-09-27,Shamik Gopal,Motihari,4,1,1481,6836310
2023-09-07,Ira Sen,Rewa,2,2,1130,2743404
2023-09-29,Kavya Sarraf,Shimoga,2,1,1091,9325536
2023-09-18,Devansh Chokshi,Amaravati,3,1,728,8001418
2023-09-16,Indrajit Dutta,Shimla,4,2,594,5560981
2023-09-15,Himmat Shetty,Pondicherry,2,0,1987,9431108
2023-09-22,Dishani Varma,Ahmednagar,4,0,1227,3365972
2023-09-29,Pranay Ramaswamy,Hapur,4,1,1145,6377548
2023-09-12,Anvi Brahmbhatt,Rourkela,3,2,1023,8000130
2023-09-21,Rohan Sarkar,Purnia,4,1,1815,1809810
2023-09-25,Vaibhav Rege,Indore,2,0,1648,8490618
2023-09-12,Vihaan Singh,Gandhinagar,2,2,944,8497467
2023-09-12,Madhav Wali,Suryapet,4,2,1419,4118281
2023-09-26,Aniruddh Kashyap,New Delhi,2,0,1365,3860959
2023-09-24,Krish Varghese,Delhi,2,0,1750,6505011
2023-09-22,Advik Randhawa,Salem,2,2,1931,7804639
2023-09-23,Mohanlal Magar,Shimoga,3,0,1633,3173311
2023-09-08,Hrishita Rajan,Fatehpur,4,0,852,1977239
2023-09-14,Parinaaz Seshadri,Sangli-Miraj & Kupwad,3,2,1565,1078591
2023-09-21,Ishaan Dixit,Rourkela,4,2,1101,9268476
2023-09-30,Nirvi Tank,Sirsa,2,1,1511,8452154
2023-09-07,Faiyaz Sama,Bhopal,3,1,1949,4702527
2023-09-11,Anvi Manda,Sultan Pur Majra,1,0,514,8788639
2023-09-28,Tanya Kohli,Patiala,4,2,596,3064400
2023-09-26,Ela Karnik,Kottayam,3,0,1811,7327291
2023-09-18,Anahita Kumar,Dehri,2,2,1276,3173984
2023-09-15,Manjari Sastry,Morena,3,1,1467,1469321
2023-09-11,Darshit Batra,Guntur,1,2,797,4563253
2023-09-06,Vedika Date,Karawal Nagar,2,0,615,9463965
2023-09-10,Ela Sani,Uluberia,2,0,1189,3603558
2023-09-18,Kiara Sanghvi,Tenali,3,1,1521,6503164
2023-09-21,Riya Sunder,Moradabad,3,0,1219,9990763
2023-09-20,Mannat Khalsa,Gurgaon,4,0,989,3364668
2023-09-24,Samiha Kapadia,Bihar Sharif,2,0,946,2357385
2023-09-11,Charvi Khalsa,Khandwa,3,1,1507,1340212
2023-09-24,Myra Tandon,Nagercoil,4,1,1059,2510664
2023-09-17,Abram Anne,Karimnagar,1,2,1211,9383643
2023-09-19,Nirvaan Aurora,Surendranagar Dudhrej,3,0,742,3421254
2023-09-13,Romil Jani,Bhilai,2,0,954,3471783
2023-09-13,Neelofar Gopal,Ambala,1,0,1660,2255898
2023-09-27,Nakul Shukla,Hindupur,2,0,1929,8776424
2023-09-20,Samaira Dey,Tumkur,1,0,892,4660073
2023-09-11,Nirvaan Karan,Surendranagar Dudhrej,2,2,1839,3770345
2023-09-24,Rasha Sachar,Panvel,1,2,711,6947083
2023-09-22,Navya Bhavsar,Bahraich,4,2,1818,5352525
2023-09-14,Rati Saha,Varanasi,4,1,1597,4201618
2023-09-08,Pihu Balay,Bhubaneswar,1,0,576,7275462
2023-09-06,Kismat Iyer,Nandyal,2,1,1770,3535727
2023-09-24,Yuvraj  Baral,Gaya,4,1,849,2966305
2023-09-18,Nakul D’Alia,Tiruvottiyur,3,2,1647,1055446
2023-09-30,Zara Shetty,Rohtak,1,1,875,6561987
2023-09-06,Parinaaz Devi,Maheshtala,2,0,792,1049949
2023-09-08,Hunar Doshi,Kota,3,1,1628,3265123
2023-09-04,Samaira Yohannan,Ghaziabad,3,0,1011,2283991
2023-09-14,Ritvik Chandran,Ahmednagar,2,1,1982,4459955
2023-09-21,Jivin Kapadia,Moradabad,2,2,843,7352805
2023-09-23,Jayan Manne,Cuttack,3,2,600,3589610
2023-09-23,Kaira Manne,Belgaum,2,1,975,7716340
2023-09-16,Rhea Srinivasan,Ratlam,4,1,699,5194516
2023-09-28,Seher Sankar,Bhimavaram,4,1,1991,9760535
2023-09-16,Shanaya Chand,Gudivada,1,1,1099,2909077
2023-09-23,Anika Chaudhuri,Shahjahanpur,3,2,1181,8279882
2023-09-20,Ela Din,Kakinada,4,0,1127,5879023
2023-09-08,Pihu Srinivas,Hajipur,3,0,1755,1677101
2023-09-05,Lakshay Ben,Sirsa,3,1,630,2703537
2023-09-04,Kiara Singh,Ujjain,1,0,1665,3563613
2023-09-21,Vritika Dey,Junagadh,1,2,1531,5153038
2023-09-30,Fateh Sha,Mathura,3,1,1315,7195893
2023-09-17,Khushi Brahmbhatt,Burhanpur,3,0,1081,9093313
2023-09-22,Kiaan Sandal,Avadi,1,0,1568,4068765
